created_at,text,url,replies,retweets,favorites,user
10/16/2017 22:59,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,BarackObama
Null,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,Null
10/2/2017 12:41,Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.,https://twitter.com/BarackObama/status/914832655170011137,21588,Null,1715753,BarackObama
9/30/2017 2:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,8476,60651,503255,BarackObama
9/26/2017 17:03,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a??_ https://t.co/gkrp1RwXR4",Null,10657,113807,334901,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/16/2017 22:59,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,BarackObama
Null,Null,Null,Null,405895,1715753,BarackObama
9/30/2017 2:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,8476,60651,503255,BarackObama
9/26/2017 17:03,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a??_ https://t.co/gkrp1RwXR4",Null,Null,Null,Null,Null
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/16/2017 22:59,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,BarackObama
Null,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,Null
10/2/2017 12:41,Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.,https://twitter.com/BarackObama/status/914832655170011137,21588,Null,1715753,BarackObama
9/30/2017 2:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,8476,60651,503255,BarackObama
9/26/2017 17:03,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a??_ https://t.co/gkrp1RwXR4",Null,10657,113807,334901,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/16/2017 22:59,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,BarackObama
Null,Null,Null,Null,405895,1715753,BarackObama
9/30/2017 2:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,8476,60651,503255,BarackObama
9/26/2017 17:03,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a??_ https://t.co/gkrp1RwXR4",Null,Null,Null,Null,Null
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/16/2017 22:59,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,BarackObama
Null,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,Null
10/2/2017 12:41,Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.,https://twitter.com/BarackObama/status/914832655170011137,21588,Null,1715753,BarackObama
9/30/2017 2:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,8476,60651,503255,BarackObama
9/26/2017 17:03,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a??_ https://t.co/gkrp1RwXR4",Null,10657,113807,334901,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/16/2017 22:59,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",https://twitter.com/BarackObama/status/920061541986250758,17064,89916,641842,BarackObama
Null,Null,Null,Null,405895,1715753,BarackObama
9/30/2017 2:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,8476,60651,503255,BarackObama
9/26/2017 17:03,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a??_ https://t.co/gkrp1RwXR4",Null,Null,Null,Null,Null
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
10/23/2017 12:30,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",https://twitter.com/realDonaldTrump/status/922440008971292672,46228,10243,49468,BarackObama
